geocodigo,localidade,loc_id,municipio,estado,sigla_uf,data_avist,data_revis,status,hora,cou,latitude,longitude
2908606,Praia de Siribinha,2908606_19,Conde,Bahia,BA,2019-11-10,2019-12-11,Oleada - Vestigios / Esparsos,NA,1,-11.760336111111112,-37.52180833333333
2610707,Praia do Janga,2610707_3,Paulista,Pernambuco,PE,2019-09-02,2019-11-29,Oleada - Vestigios / Esparsos,NA,1,-7.928155555555556,-34.82064444444445
2610707,Pau Amarelo,2610707_4,Paulista,Pernambuco,PE,2019-09-02,2019-12-08,Oleo Nao Observado,NA,1,-7.937047222222223,-34.82299722222223
2927408,Praia de Piatã,2927408_9,Salvador,Bahia,BA,2019-11-06,2019-11-29,Oleo Nao Observado,NA,1,-12.959105555555555,-38.391725
2908606,Praia de Siribinha,2908606_15,Conde,Bahia,BA,2019-10-29,2019-12-06,Oleo Nao Observado,NA,1,-11.768126666666667,-37.525908333333334
2610707,Nossa Senhora do Ó,2610707_5,Paulista,Pernambuco,PE,2019-10-27,2019-12-07,Oleada - Vestigios / Esparsos,NA,1,-7.891475,-34.82349166666667
2927408,Bom Despacho,2927408_2,Salvador,Bahia,BA,2019-10-18,2019-11-08,Oleo Nao Observado,NA,1,-12.907633333333333,-38.630186111111115
3200607,Estaleiro Aracruz,3200607_41,Aracruz,Espírito Santo,ES,2019-11-30,2019-12-14,Oleo Nao Observado,11:20:31,1,-19.87223611111111,-40.07709722222223
2927408,Praia do Corsário,2927408_3,Salvador,Bahia,BA,2019-10-11,2019-11-28,Oleo Nao Observado,NA,1,-12.969241944444445,-38.40681111111111
2414407,Praia Carnaubinhas,2414407_4,Touros,Rio Grande do Norte,RN,2019-10-21,2019-11-12,Oleo Nao Observado,NA,1,-5.2015633333333335,-35.45183666666667
2927408,Praia da Armação,2927408_4,Salvador,Bahia,BA,2019-10-24,2019-11-28,Oleo Nao Observado,NA,1,-12.989483333333332,-38.4356575
2908606,Entrerios Inhambupe/Itariri,2908606_10,Conde,Bahia,BA,2019-11-17,2019-11-17,Oleada - Vestigios / Esparsos,NA,1,-12.05126388888889,-37.662391666666664
3305000,Grussaí,3305000_19,São João da Barra,Rio de Janeiro,RJ,2019-12-01,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-21.709369444444444,-41.02460277777778
2610707,Maria Farinha,2610707_1,Paulista,Pernambuco,PE,2019-09-02,2019-11-20,Oleo Nao Observado,NA,1,-7.859202777777777,-34.834566111111116
2610707,Conceição,2610707_2,Paulista,Pernambuco,PE,2019-09-02,2019-12-14,Oleo Nao Observado,07:54:09,1,-7.876547222222222,-34.83086111111111
2310209,Paracuru,2310209_1,Paracuru,Ceará,CE,2019-09-23,2019-12-12,Oleo Nao Observado,NA,1,-3.4039555555555556,-39.021230555555555
2414407,Praia do Calcanhar,2414407_1,Touros,Rio Grande do Norte,RN,2019-09-14,2019-11-28,Oleo Nao Observado,NA,1,-5.162394444444445,-35.48515638888889
2927408,Praia dos Artistas,2927408_1,Salvador,Bahia,BA,2019-10-11,2019-11-27,Oleo Nao Observado,NA,1,-12.974247222222223,-38.414294444444444
2414407,Perobas,2414407_2,Touros,Rio Grande do Norte,RN,2019-09-11,2019-12-13,Oleo Nao Observado,NA,1,-5.255238888888889,-35.39053888888889
2414407,Praia de Touros,2414407_3,Touros,Rio Grande do Norte,RN,2019-09-14,2019-11-14,Oleo Nao Observado,NA,1,-5.190619444444445,-35.463322222222224
3305000,Grussaí,3305000_17,São João da Barra,Rio de Janeiro,RJ,2019-11-22,2019-12-09,Oleo Nao Observado,NA,1,-21.691891666666667,-41.023383333333335
2100907,Ilha dos Poldros,2100907_23,Araioses,Maranhão,MA,2019-09-16,2019-12-14,Oleo Nao Observado,09:03:34,1,-2.723138888888889,-41.85512222222222
2100907,Ilha dos Poldros,2100907_24,Araioses,Maranhão,MA,2019-09-20,2019-11-10,Oleo Nao Observado,NA,1,-2.7381722222222225,-41.79526388888889
2702306,Pontal do Coruripe,2702306_37,Coruripe,Alagoas,AL,2019-09-27,2019-12-06,Oleo Nao Observado,NA,1,-10.161730555555556,-36.13498444444444
3203205,Praia de Regência,3203205_73,Linhares,Espírito Santo,ES,2019-11-14,2019-12-13,Oleada - Vestigios / Esparsos,14:39:12,1,-19.672669444444445,-39.880763888888886
2702306,"Miai de cima, miai de baixo - Coruripe e praia do Toco - feliz deserto",2702306_31,Coruripe,Alagoas,AL,2019-11-07,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-10.230341666666666,-36.22535
2100907,Ilha dos Poldros,2100907_21,Araioses,Maranhão,MA,2019-12-04,2019-12-14,Oleo Nao Observado,08:53:35,1,-2.7264777777777778,-41.82843888888889
2702306,Miai de Baixo,2702306_32,Coruripe,Alagoas,AL,2019-12-01,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-10.236141666666667,-36.23145
3201605,Praia de Itaúnas,3201605_9,Conceição da Barra,Espírito Santo,ES,2019-11-17,2019-11-19,Oleada - Vestigios / Esparsos,NA,1,-18.381458333333335,-39.68496416666666
2803203,Praia Caueira,2803203_8,Itaporanga D'ajuda,Sergipe,SE,2019-11-28,2019-12-07,Oleada - Vestigios / Esparsos,NA,1,-11.2006675,-37.185153888888884
2803203,Praia Caueira,2803203_9,Itaporanga D'ajuda,Sergipe,SE,2019-11-07,2019-12-14,Oleada - Vestigios / Esparsos,11:47:22,1,-11.213541666666666,-37.19855
2702306,Miai de Baixo,2702306_30,Coruripe,Alagoas,AL,2019-12-01,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-10.223483333333334,-36.21784666666667
2803203,Praia Caueira,2803203_2,Itaporanga D'ajuda,Sergipe,SE,2019-11-04,2019-12-07,Oleada - Vestigios / Esparsos,NA,1,-11.207747222222222,-37.192586111111105
3201605,Praia de Itaúnas,3201605_4,Conceição da Barra,Espírito Santo,ES,2019-11-14,2019-12-03,Oleada - Vestigios / Esparsos,NA,1,-18.34749722222222,-39.668820277777776
2803203,Caueira,2803203_3,Itaporanga D'ajuda,Sergipe,SE,2019-10-03,2019-12-09,Oleada - Vestigios / Esparsos,NA,1,-11.220125,-37.204461111111115
2403608,Praia de Jenipabu,2403608_13,Extremoz,Rio Grande do Norte,RN,2019-11-07,2019-12-14,Oleo Nao Observado,07:32:52,1,-5.695075,-35.19792777777777
3201605,Praia de Itaúnas,3201605_6,Conceição da Barra,Espírito Santo,ES,2019-11-13,2019-11-19,Oleada - Vestigios / Esparsos,NA,1,-18.356425,-39.67288611111111
2803203,Coqueirinho,2803203_5,Itaporanga D'ajuda,Sergipe,SE,2019-11-22,2019-12-14,Oleada - Vestigios / Esparsos,11:57:42,1,-11.170974999999999,-37.169941666666666
2925501,Praia do Rio do Peixe,2925501_44,Prado,Bahia,BA,2019-11-15,2019-11-15,Oleada - Vestigios / Esparsos,NA,1,-17.073452777777778,-39.17763055555555
2925501,Praia de Cumuruxatiba,2925501_45,Prado,Bahia,BA,2019-11-14,2019-11-18,Oleada - Vestigios / Esparsos,NA,1,-17.091355555555555,-39.17896944444444
2803203,Mangue,2803203_1,Itaporanga D'ajuda,Sergipe,SE,2019-10-12,2019-12-14,Oleada - Vestigios / Esparsos,08:34:29,1,-11.114316666666666,-37.16836055555555
2925501,Praia do Rio e praia do centro,2925501_47,Prado,Bahia,BA,2019-11-19,2019-11-19,Oleada - Vestigios / Esparsos,NA,1,-17.109975000000002,-39.18125
2414209,Fortaleza dos reis Magos,2414209_13,Tibau do Sul,Rio Grande do Norte,RN,2019-12-02,2019-12-11,Oleo Nao Observado,NA,1,-6.235959444444444,-35.03830277777777
2925501,Praia de Cumuruxatiba,2925501_40,Prado,Bahia,BA,2019-11-10,2019-11-18,Oleada - Vestigios / Esparsos,NA,1,-17.030427777777778,-39.172463888888885
2414209,Praia das Minas,2414209_14,Tibau do Sul,Rio Grande do Norte,RN,2019-11-11,2019-12-13,Oleo Nao Observado,13:02:01,1,-6.245605555555556,-35.03731944444444
2702306,Coruripe,2702306_1,Coruripe,Alagoas,AL,2019-10-12,2019-10-24,Oleada - Vestigios / Esparsos,NA,1,-10.172733333333333,-36.167406388888885
2925501,Praia de Cumuruxatiba,2925501_42,Prado,Bahia,BA,2019-11-08,2019-11-18,Oleada - Vestigios / Esparsos,NA,1,-17.061933333333332,-39.16826138888889
3202405,Praia do Morro,3202405_7,Guarapari,Espírito Santo,ES,2019-12-13,2019-12-13,Oleo Nao Observado,14:36:43,1,-20.651979166666667,-40.472375
2702306,Lagoa do Pau,2702306_2,Coruripe,Alagoas,AL,2019-09-27,2019-12-13,Oleo Nao Observado,NA,1,-10.128525,-36.109069444444444
3203205,Praia de Regência,3203205_68,Linhares,Espírito Santo,ES,2019-11-26,2019-11-26,Oleada - Vestigios / Esparsos,NA,1,-19.65683333333333,-39.836688888888894
2702306,Mangue da Foz do Rio Coruripe,2702306_3,Coruripe,Alagoas,AL,2019-10-29,2019-11-11,Oleada - Vestigios / Esparsos,NA,1,-10.159297222222223,-36.15518333333333
3203205,Praia de Regência,3203205_69,Linhares,Espírito Santo,ES,2019-11-18,2019-11-18,Oleada - Vestigios / Esparsos,NA,1,-19.659425,-39.84556111111112
3202405,Santa Mônica,3202405_2,Guarapari,Espírito Santo,ES,2019-12-13,2019-12-13,Oleo Nao Observado,14:52:20,1,-20.62743888888889,-40.44948333333333
3203205,Praia do Degredo,3203205_63,Linhares,Espírito Santo,ES,2019-11-28,2019-11-28,Oleo Nao Observado,NA,1,-19.577691666666666,-39.779244444444444
3203205,Praia de Povoação,3203205_64,Linhares,Espírito Santo,ES,2019-11-10,2019-12-09,Oleo Nao Observado,NA,1,-19.58611111111111,-39.783277777777776
2702306,Miai de Baixo,2702306_28,Coruripe,Alagoas,AL,2019-12-01,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-10.212738888888888,-36.20376944444445
3203205,Praia de Regência,3203205_65,Linhares,Espírito Santo,ES,2019-11-11,2019-11-26,Oleada - Vestigios / Esparsos,NA,1,-19.651721944444443,-39.81171666666666
2702306,Miai de Baixo,2702306_29,Coruripe,Alagoas,AL,2019-12-01,2019-12-01,Oleada - Vestigios / Esparsos,NA,1,-10.217749444444445,-36.21123611111111
2905404,Quinta Praia (Praia do Encanto),2905404_70,Cairu,Bahia,BA,2019-11-17,2019-11-17,Oleada - Vestigios / Esparsos,NA,1,-13.441461111111112,-38.89795
2905404,Quinta Praia (Praia do Encanto),2905404_71,Cairu,Bahia,BA,2019-11-05,2019-11-18,Oleada - Vestigios / Esparsos,NA,1,-13.435982777777777,-38.90111861111111
3203205,Praia de Povoação,3203205_61,Linhares,Espírito Santo,ES,2019-11-18,2019-12-05,Oleo Nao Observado,NA,1,-19.518349999999998,-39.753144444444445
3203205,Praia de Povoação,3203205_62,Linhares,Espírito Santo,ES,2019-11-19,2019-11-19,Oleada - Vestigios / Esparsos,NA,1,-19.528355555555553,-39.75761388888889
2702306,Praia do Miai de Cima,2702306_26,Coruripe,Alagoas,AL,2019-11-20,2019-12-06,Oleo Nao Observado,NA,1,-10.202504999999999,-36.188525
2702306,Praia do Miai de Baixo,2702306_27,Coruripe,Alagoas,AL,2019-11-15,2019-11-15,Oleada - Vestigios / Esparsos,NA,1,-10.208113888888889,-36.19639166666666
2702306,Praia de Pontal de Coruripe,2702306_20,Coruripe,Alagoas,AL,2019-11-22,2019-12-09,Oleada - Vestigios / Esparsos,NA,1,-10.152603888888889,-36.129305555555554
2607208,Praia de Muro Alto,2607208_3,Ipojuca,Pernambuco,PE,2019-11-04,2019-12-09,Oleo Nao Observado,NA,1,-8.434849444444446,-34.97826944444444
2607208,Praia de Porto de Galinhas,2607208_4,Ipojuca,Pernambuco,PE,2019-11-04,2019-12-09,Oleo Nao Observado,NA,1,-8.500995833333333,-35.00139388888889
2607208,Porto de Galinhas,2607208_5,Ipojuca,Pernambuco,PE,2019-09-02,2019-12-12,Oleo Nao Observado,NA,1,-8.510527777777778,-35.000701944444444
2607208,Praia de Cambôa,2607208_6,Ipojuca,Pernambuco,PE,2019-11-04,2019-11-16,Oleo Nao Observado,NA,1,-8.482611111111112,-34.99753333333334
2607208,Praia de Gamboa,2607208_1,Ipojuca,Pernambuco,PE,2019-09-02,2019-11-24,Oleo Nao Observado,NA,1,-8.475558333333334,-34.99370833333334
2606200,Praia Ponta de Pedras,2606200_1,Goiana,Pernambuco,PE,2019-09-07,2019-11-11,Oleo Nao Observado,NA,1,-7.6327750000000005,-34.81148888888889
2607208,Praia do Pontal de Maracaípe,2607208_2,Ipojuca,Pernambuco,PE,2019-10-28,2019-12-12,Oleo Nao Observado,NA,1,-8.527747222222223,-35.00662222222222
